"dataset","Database_ID","PermanentID","add_date","paper_id","title","year","authors","journal","doi","contact","sample_name","sample_type","manipulated","sample_description","latitude","longitude","continent","year_of_sampling"
2043,"its1",9156,"GF01018243S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988613","soil",FALSE,"mineral horizon_10 cm depth",10.91849666,-85.61330665,"North America"
2044,"its1",9147,"GF01018242S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988652","soil",FALSE,"mineral horizon_10 cm depth",10.86503544,-85.57414825,"North America"
2045,"its1",9142,"GF01018241S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988661","soil",FALSE,"mineral horizon_10 cm depth",10.86503544,-85.57414825,"North America"
2046,"its1",9131,"GF01018240S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988587","soil",FALSE,"mineral horizon_10 cm depth",10.92035724,-85.61286802,"North America"
2047,"its1",8555,"GF01018239S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988616","soil",FALSE,"mineral horizon_10 cm depth",10.91849666,-85.61330665,"North America"
2048,"its1",11786,"GF01018238S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988599","soil",FALSE,"mineral horizon_10 cm depth",10.92035724,-85.61286802,"North America"
2049,"its1",8011,"GF01018237S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988588","soil",FALSE,"mineral horizon_10 cm depth",10.92035724,-85.61286802,"North America"
2050,"its1",7825,"GF01018236S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988606","soil",FALSE,"mineral horizon_10 cm depth",10.91849666,-85.61330665,"North America"
2051,"its1",7710,"GF01018235S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988640","soil",FALSE,"mineral horizon_10 cm depth",10.86989124,-85.59982895,"North America"
2052,"its1",7534,"GF01018234S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988669","soil",FALSE,"mineral horizon_10 cm depth",10.86153383,-85.57554606,"North America"
2053,"its1",7414,"GF01018233S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988597","soil",FALSE,"mineral horizon_10 cm depth",10.92035724,-85.61286802,"North America"
2054,"its1",7337,"GF01018232S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988636","soil",FALSE,"mineral horizon_10 cm depth",10.86989124,-85.59982895,"North America"
2055,"its1",5863,"GF01018231S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988611","soil",FALSE,"mineral horizon_10 cm depth",10.91849666,-85.61330665,"North America"
2056,"its1",5507,"GF01018230S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988682","soil",FALSE,"mineral horizon_10 cm depth",10.86153383,-85.57554606,"North America"
2057,"its1",26277,"GF01018229S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988657","soil",FALSE,"mineral horizon_10 cm depth",10.86503544,-85.57414825,"North America"
2058,"its1",13276,"GF01018228S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988628","soil",FALSE,"mineral horizon_10 cm depth",10.86928313,-85.59733458,"North America"
2059,"its1",2516,"GF01018227S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988694","soil",FALSE,"mineral horizon_10 cm depth",10.8484067,-85.61342036,"North America"
2060,"its1",2479,"GF01018226S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988696","soil",FALSE,"mineral horizon_10 cm depth",10.8484067,-85.61342036,"North America"
2061,"its1",18192,"GF01018225S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988632","soil",FALSE,"mineral horizon_10 cm depth",10.86928313,-85.59733458,"North America"
2062,"its1",2209,"GF01018224S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988680","soil",FALSE,"mineral horizon_10 cm depth",10.86153383,-85.57554606,"North America"
2063,"its1",1495,"GF01018223S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988594","soil",FALSE,"mineral horizon_10 cm depth",10.92035724,-85.61286802,"North America"
2064,"its1",719,"GF01018222S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988607","soil",FALSE,"mineral horizon_10 cm depth",10.91849666,-85.61330665,"North America"
2065,"its1",589,"GF01018221S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988666","soil",FALSE,"mineral horizon_10 cm depth",10.86503544,-85.57414825,"North America"
2066,"its1",572,"GF01018220S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988635","soil",FALSE,"mineral horizon_10 cm depth",10.86989124,-85.59982895,"North America"
2067,"its1",563,"GF01018219S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988681","soil",FALSE,"mineral horizon_10 cm depth",10.86153383,-85.57554606,"North America"
2068,"its1",443,"GF01018218S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988667","soil",FALSE,"mineral horizon_10 cm depth",10.86153383,-85.57554606,"North America"
2069,"its1",226,"GF01018217S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988671","soil",FALSE,"mineral horizon_10 cm depth",10.86153383,-85.57554606,"North America"
2070,"its1",41,"GF01018216S","27.03.2020","Waring_2016_A54D","Scale-dependent variation in nitrogen cycling and soil fungal communities along gradients of forest composition and age in regenerating tropical dry forests.",2016,"Waring, B.G., Adams, R., Branco, S. and Powers, J.S.","New Phytologist","10.1111/nph.13654","powers@umn.edu","SRR1988641","soil",FALSE,"mineral horizon_10 cm depth",10.86989124,-85.59982895,"North America"
2071,"its1",63318,"GF01016214S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV1-replicate7","soil",FALSE,"organic, mineral and subsoil horizons",-54.7592,-68.29712,"South America"
2072,"its1",56550,"GF01016213S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV4-replicate1","soil",FALSE,"organic, mineral and subsoil horizons",-54.56778,-67.2395,"South America"
2073,"its1",56286,"GF01016212S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT2-replicate2","soil",FALSE,"organic, mineral and subsoil horizons",-54.766,-68.32727,"South America"
2074,"its1",56204,"GF01016211S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT1-replicate1","soil",FALSE,"organic, mineral and subsoil horizons",-54.74377,-68.32022,"South America"
2075,"its1",55921,"GF01016210S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT1-replicate2","soil",FALSE,"organic, mineral and subsoil horizons",-54.74377,-68.32022,"South America"
2076,"its1",29300,"GF01016209S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT1-replicate4","soil",FALSE,"organic, mineral and subsoil horizons",-54.74377,-68.32022,"South America"
2077,"its1",50024,"GF01016208S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM6-replicate3","soil",FALSE,"organic, mineral and subsoil horizons",-54.34722,-68.82348,"South America"
2078,"its1",49444,"GF01016207S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV2-replicate4","soil",FALSE,"organic, mineral and subsoil horizons",-54.75887,-68.34527,"South America"
2079,"its1",49445,"GF01016206S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV6-replicate4","soil",FALSE,"organic, mineral and subsoil horizons",-54.35392,-68.82118,"South America"
2080,"its1",53786,"GF01016205S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV3-replicate5","soil",FALSE,"organic, mineral and subsoil horizons",-54.61025,-67.24725,"South America"
2081,"its1",48467,"GF01016204S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV3-replicate7","soil",FALSE,"organic, mineral and subsoil horizons",-54.61025,-67.24725,"South America"
2082,"its1",45398,"GF01016203S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT2-replicate6","soil",FALSE,"organic, mineral and subsoil horizons",-54.766,-68.32727,"South America"
2083,"its1",45894,"GF01016202S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV6-replicate2","soil",FALSE,"organic, mineral and subsoil horizons",-54.35392,-68.82118,"South America"
2084,"its1",198,"GF01016201S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV6-replicate6","soil",FALSE,"organic, mineral and subsoil horizons",-54.35392,-68.82118,"South America"
2085,"its1",46868,"GF01016200S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV2-replicate7","soil",FALSE,"organic, mineral and subsoil horizons",-54.75887,-68.34527,"South America"
2086,"its1",38413,"GF01016199S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT3-replicate7","soil",FALSE,"organic, mineral and subsoil horizons",-54.58998,-67.24298,"South America"
2087,"its1",46459,"GF01016198S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM4-replicate7","soil",FALSE,"organic, mineral and subsoil horizons",-54.57708,-67.22173,"South America"
2088,"its1",19316,"GF01016197S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT1-replicate5","soil",FALSE,"organic, mineral and subsoil horizons",-54.74377,-68.32022,"South America"
2089,"its1",44528,"GF01016196S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV2-replicate9","soil",FALSE,"organic, mineral and subsoil horizons",-54.75887,-68.34527,"South America"
2090,"its1",43743,"GF01016195S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT1-replicate8","soil",FALSE,"organic, mineral and subsoil horizons",-54.74377,-68.32022,"South America"
2091,"its1",42827,"GF01016194S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT6-replicate6","soil",FALSE,"organic, mineral and subsoil horizons",-54.34212,-68.82703,"South America"
2092,"its1",42265,"GF01016193S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT3-replicate10","soil",FALSE,"organic, mineral and subsoil horizons",-54.58998,-67.24298,"South America"
2093,"its1",41553,"GF01016192S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT1-replicate10","soil",FALSE,"organic, mineral and subsoil horizons",-54.74377,-68.32022,"South America"
2094,"its1",41356,"GF01016191S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV6-replicate3","soil",FALSE,"organic, mineral and subsoil horizons",-54.35392,-68.82118,"South America"
2095,"its1",23272,"GF01016190S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT3-replicate2","soil",FALSE,"organic, mineral and subsoil horizons",-54.58998,-67.24298,"South America"
2096,"its1",39829,"GF01016189S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM5-replicate6","soil",FALSE,"organic, mineral and subsoil horizons",-54.3735,-68.80555,"South America"
2097,"its1",38925,"GF01016188S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM6-replicate9","soil",FALSE,"organic, mineral and subsoil horizons",-54.34722,-68.82348,"South America"
2098,"its1",39578,"GF01016187S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT1-replicate9","soil",FALSE,"organic, mineral and subsoil horizons",-54.74377,-68.32022,"South America"
2099,"its1",39307,"GF01016186S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV3-replicate2","soil",FALSE,"organic, mineral and subsoil horizons",-54.61025,-67.24725,"South America"
2100,"its1",39339,"GF01016185S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV3-replicate10","soil",FALSE,"organic, mineral and subsoil horizons",-54.61025,-67.24725,"South America"
2101,"its1",38351,"GF01016184S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT6-replicate9","soil",FALSE,"organic, mineral and subsoil horizons",-54.34212,-68.82703,"South America"
2102,"its1",16183,"GF01016183S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT4-replicate7","soil",FALSE,"organic, mineral and subsoil horizons",-54.57917,-67.22317,"South America"
2103,"its1",47360,"GF01016182S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM2-replicate6","soil",FALSE,"organic, mineral and subsoil horizons",-54.76438,-68.32678,"South America"
2104,"its1",37772,"GF01016181S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT6-replicate5","soil",FALSE,"organic, mineral and subsoil horizons",-54.34212,-68.82703,"South America"
2105,"its1",17348,"GF01016180S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT3-replicate1","soil",FALSE,"organic, mineral and subsoil horizons",-54.58998,-67.24298,"South America"
2106,"its1",36690,"GF01016179S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV5-replicate3","soil",FALSE,"organic, mineral and subsoil horizons",-54.35932,-68.83732,"South America"
2107,"its1",5297,"GF01016178S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT6-replicate2","soil",FALSE,"organic, mineral and subsoil horizons",-54.34212,-68.82703,"South America"
